Time,P (deg/s),Q (deg/s),R (deg/s),P dot (deg/s^2),Q dot (deg/s^2),R dot (deg/s^2),P_{inertial} (deg/s),Q_{inertial} (deg/s),R_{inertial} (deg/s),q bar (psf),Reynolds Number,V_{Total} (ft/s),V_{Inertial} (ft/s),UBody,VBody,WBody,UdotBody,VdotBody,WdotBody,UdotBody_i,VdotBody_i,WdotBody_i,BodyAccel_X,BodyAccel_Y,BodyAccel_Z,Aero V_{X Body} (ft/s),Aero V_{Y Body} (ft/s),Aero V_{Z Body} (ft/s),V_{X_{inertial}} (ft/s),V_{Y_{inertial}} (ft/s),V_{Z_{inertial}} (ft/s),V_{X_{ecef}} (ft/s),V_{Y_{ecef}} (ft/s),V_{Z_{ecef}} (ft/s),V_{North} (ft/s),V_{East} (ft/s),V_{Down} (ft/s),I_{xx},I_{xy},I_{xz},I_{yx},I_{yy},I_{yz},I_{zx},I_{zy},I_{zz},Mass,Weight,X_{cg},Y_{cg},Z_{cg},Altitude ASL (ft),Altitude AGL (ft),Phi (deg),Theta (deg),Psi (deg),Q(1)_{LOCAL},Q(2)_{LOCAL},Q(3)_{LOCAL},Q(4)_{LOCAL},Q(1)_{ECEF},Q(2)_{ECEF},Q(3)_{ECEF},Q(4)_{ECEF},Q(1)_{ECI},Q(2)_{ECI},Q(3)_{ECI},Q(4)_{ECI},Alpha (deg),Beta (deg),Latitude (deg),Latitude Geodetic (deg),Longitude (deg),X_{ECI} (ft),Y_{ECI} (ft),Z_{ECI} (ft),X_{ECEF} (ft),Y_{ECEF} (ft),Z_{ECEF} (ft),Earth Position Angle (deg),Distance AGL (ft),Terrain Elevation (ft),navigation/actual-heading-rad,fcs/pitch-sum,fcs/elevator-control,fcs/elevator-actuator,fcs/roll-sum,fcs/left-aileron-control,fcs/left-aileron-actuator,fcs/right-aileron-control,fcs/right-aileron-actuator,fcs/effective-aileron-pos,electric HP (engine 0),Direct Thrust (engine 0 in lbs)
0,0,0,0,-1.140686348400032e-06,291.0077291185223,1.368558866827817e-06,0.002089037066120202,0.003618318337414813,5.798242625255083e-19,2.969401266,372393.6414,50,1482.83314298,49.99999999999997,2.486899575160351e-14,-6.938893903907217e-16,-2.048716792677767,-1.616379806587303e-14,23.07735781132575,-23.18231476207513,1.774240787618715,-1.024358396338895,-2.048716792677765,-1.260030996585801e-14,-9.01643380330772,49.99999999999997,2.486899575160351e-14,-6.938893903907217e-16,4.163336342344339e-15,1482.622382779596,25.00000000000001,4.857225732735058e-15,-43.30127018922189,25.00000000000001,25.00000000000001,-43.30127018922189,-4.857225732735058e-15,0.9063822883,           0, 0.689042288,           0,0.1255217782,           0, 0.689042288,           0,0.6495862649,0.2305072172,7.4163505,0,0,0,20.000000007451,19.999999997715,-6.85314288449409e-15,4.524815261411748e-15,300,0.8660254037844386,-3.204937810639274e-17,6.409875621278547e-17,-0.4999999999999999,0.6123724356957946,0.3535533905932737,-0.6123724356957945,-0.3535533905932737,-0.6123724356957946,-0.3535533905932737,0.6123724356957945,0.3535533905932737,-7.9513867036588e-16,2.8497769945913e-14,0,0,0,20925666.32546001,0,0,20925666.32546001,0,0,0,19.999999997715,9.8119529331909e-09,5.23898776,0,0,0,0,0,0,0,0,0,0,0
